(233, 157, 47, 255)	1	168.69	0.0	168.69	168.69
(235, 162, 56, 255)	1	168.51	0.0	168.51	168.51
(235, 167, 65, 255)	1	168.34	0.0	168.34	168.34
(236, 170, 72, 255)	4	170.22	3.48	168.18	171.66
(237, 175, 80, 255)	1	167.87	0.0	167.87	167.87
(237, 171, 73, 255)	1	168.02	0.0	168.02	168.02
(235, 167, 66, 255)	5	170.18	3.57	168.18	171.75
(235, 163, 57, 255)	1	168.34	0.0	168.34	168.34
(234, 159, 48, 255)	1	168.51	0.0	168.51	168.51
(233, 155, 41, 255)	1	168.69	0.0	168.69	168.69
(232, 151, 37, 255)	1	169.67	0.0	169.67	169.67
(233, 154, 41, 255)	1	169.5	0.0	169.5	169.5
(233, 158, 49, 255)	1	169.33	0.0	169.33	169.33
(234, 163, 59, 255)	1	169.17	0.0	169.17	169.17
(236, 172, 74, 255)	1	168.86	0.0	168.86	168.86
(237, 176, 82, 255)	1	168.58	0.0	168.58	168.58
(236, 172, 76, 255)	1	168.72	0.0	168.72	168.72
(235, 168, 68, 255)	1	168.86	0.0	168.86	168.86
(235, 164, 60, 255)	1	169.01	0.0	169.01	169.01
(233, 160, 53, 255)	1	169.17	0.0	169.17	169.17
(233, 155, 44, 255)	1	169.33	0.0	169.33	169.33
(232, 154, 42, 255)	1	170.16	0.0	170.16	170.16
(234, 158, 51, 255)	1	170.0	0.0	170.0	170.0
(235, 163, 60, 255)	3	170.71	1.99	169.85	171.84
(235, 168, 69, 255)	1	169.71	0.0	169.71	169.71
(236, 171, 74, 255)	1	169.57	0.0	169.57	169.57
(237, 174, 80, 255)	1	169.43	0.0	169.43	169.43
(237, 175, 81, 255)	2	170.03	1.44	169.31	170.75
(236, 172, 75, 255)	1	169.43	0.0	169.43	169.43
(236, 169, 69, 255)	1	169.57	0.0	169.57	169.57
(235, 164, 62, 255)	3	171.54	2.78	169.71	172.49
(234, 160, 52, 255)	1	169.85	0.0	169.85	169.85
(232, 149, 35, 255)	20	172.65	1.83	171.82	173.65
(233, 154, 42, 255)	1	170.84	0.0	170.84	170.84
(233, 159, 51, 255)	1	170.7	0.0	170.7	170.7
(235, 163, 59, 255)	1	170.56	0.0	170.56	170.56
(235, 166, 65, 255)	1	170.43	0.0	170.43	170.43
(236, 169, 71, 255)	1	170.3	0.0	170.3	170.3
(237, 172, 76, 255)	3	171.31	2.01	170.18	172.19
(238, 177, 86, 255)	3	170.83	1.5	169.85	171.35
(237, 175, 82, 255)	3	170.9	2.12	169.96	172.07
(237, 172, 77, 255)	1	170.06	0.0	170.06	170.06
(234, 160, 53, 255)	1	170.56	0.0	170.56	170.56
(232, 152, 39, 255)	2	171.5	1.33	170.84	172.17
(231, 149, 35, 255)	1	172.63	0.0	172.63	172.63
(233, 153, 41, 255)	3	172.18	1.29	171.55	172.84
(233, 156, 46, 255)	1	171.42	0.0	171.42	171.42
(234, 161, 54, 255)	1	171.29	0.0	171.29	171.29
(235, 165, 61, 255)	2	171.12	0.11	171.06	171.17
(235, 167, 67, 255)	1	171.06	0.0	171.06	171.06
(236, 170, 71, 255)	2	171.26	0.62	170.95	171.57
(237, 173, 76, 255)	1	170.85	0.0	170.85	170.85
(238, 178, 86, 255)	1	170.58	0.0	170.58	170.58
(236, 173, 78, 255)	1	170.75	0.0	170.75	170.75
(235, 168, 67, 255)	1	170.95	0.0	170.95	170.95
(234, 162, 56, 255)	1	171.17	0.0	171.17	171.17
(233, 158, 50, 255)	1	171.29	0.0	171.29	171.29
(233, 154, 43, 255)	1	171.42	0.0	171.42	171.42
(232, 152, 38, 255)	1	171.55	0.0	171.55	171.55
(231, 148, 35, 255)	6	173.92	1.29	173.12	174.41
(232, 148, 35, 255)	5	173.53	0.77	172.97	173.74
(232, 150, 37, 255)	3	172.5	0.65	172.28	172.94
(233, 157, 48, 255)	1	172.05	0.0	172.05	172.05
(234, 160, 54, 255)	1	171.94	0.0	171.94	171.94
(237, 173, 80, 255)	1	171.49	0.0	171.49	171.49
(237, 176, 83, 255)	1	171.42	0.0	171.42	171.42
(238, 178, 88, 255)	1	171.29	0.0	171.29	171.29
(238, 178, 89, 255)	1	171.24	0.0	171.24	171.24
(238, 176, 83, 255)	1	171.35	0.0	171.35	171.35
(237, 174, 79, 255)	3	171.89	0.72	171.42	172.14
(237, 172, 75, 255)	1	171.49	0.0	171.49	171.49
(235, 164, 61, 255)	1	171.75	0.0	171.75	171.75
(235, 161, 55, 255)	1	171.84	0.0	171.84	171.84
(234, 158, 50, 255)	1	171.94	0.0	171.94	171.94
(233, 155, 45, 255)	1	172.05	0.0	172.05	172.05
(233, 155, 47, 255)	1	172.74	0.0	172.74	172.74
(234, 158, 52, 255)	1	172.65	0.0	172.65	172.65
(234, 161, 57, 255)	1	172.57	0.0	172.57	172.57
(235, 166, 66, 255)	1	172.42	0.0	172.42	172.42
(236, 169, 70, 255)	2	172.32	0.06	172.29	172.35
(236, 170, 73, 255)	2	172.26	0.06	172.24	172.29
(237, 171, 75, 255)	1	172.24	0.0	172.24	172.24
(237, 173, 77, 255)	1	172.19	0.0	172.19	172.19
(237, 174, 82, 255)	1	172.1	0.0	172.1	172.1
(238, 175, 83, 255)	2	172.06	0.03	172.05	172.07
(238, 176, 84, 255)	2	172.04	0.02	172.03	172.05
(238, 176, 85, 255)	5	172.01	0.02	172.0	172.03
(238, 177, 85, 255)	1	172.0	0.0	172.0	172.0
(237, 173, 78, 255)	1	172.14	0.0	172.14	172.14
(236, 167, 66, 255)	1	172.35	0.0	172.35	172.35
(235, 161, 58, 255)	2	172.84	0.69	172.49	173.18
(234, 159, 53, 255)	1	172.57	0.0	172.57	172.57
(233, 156, 47, 255)	1	172.65	0.0	172.65	172.65
(233, 153, 43, 255)	2	173.08	0.67	172.74	173.42
(233, 151, 39, 255)	1	172.84	0.0	172.84	172.84
(232, 149, 36, 255)	2	173.29	0.71	172.94	173.65
(232, 151, 39, 255)	1	173.57	0.0	173.57	173.57
(233, 152, 42, 255)	1	173.49	0.0	173.49	173.49
(233, 154, 45, 255)	1	173.42	0.0	173.42	173.42
(234, 156, 48, 255)	1	173.35	0.0	173.35	173.35
(234, 158, 53, 255)	1	173.29	0.0	173.29	173.29
(235, 160, 57, 255)	1	173.23	0.0	173.23	173.23
(235, 162, 60, 255)	2	173.16	0.04	173.14	173.18
(235, 163, 62, 255)	2	173.12	0.04	173.1	173.14
(235, 164, 65, 255)	1	173.1	0.0	173.1	173.1
(236, 166, 67, 255)	4	173.05	0.05	173.03	173.07
(236, 166, 68, 255)	5	173.01	0.02	173.0	173.03
(236, 167, 68, 255)	1	173.0	0.0	173.0	173.0
(235, 165, 65, 255)	1	173.07	0.0	173.07	173.07
(234, 159, 55, 255)	1	173.23	0.0	173.23	173.23
(234, 157, 51, 255)	1	173.29	0.0	173.29	173.29
(234, 155, 46, 255)	1	173.35	0.0	173.35	173.35
(233, 151, 40, 255)	1	173.49	0.0	173.49	173.49
(232, 150, 38, 255)	1	173.57	0.0	173.57	173.57
(231, 147, 35, 255)	2	174.52	0.08	174.48	174.56
(231, 148, 36, 255)	1	174.35	0.0	174.35	174.35
(231, 149, 36, 255)	2	174.29	0.0	174.29	174.29
(231, 149, 37, 255)	2	174.23	0.0	174.23	174.23
(231, 150, 39, 255)	2	174.16	0.04	174.14	174.18
(232, 150, 39, 255)	1	174.14	0.0	174.14	174.14
(232, 151, 42, 255)	1	174.1	0.0	174.1	174.1
(233, 153, 44, 255)	2	174.06	0.03	174.05	174.07
(233, 153, 45, 255)	1	174.05	0.0	174.05	174.05
(233, 154, 46, 255)	7	174.01	0.03	174.0	174.03
(233, 152, 43, 255)	1	174.07	0.0	174.07	174.07
(232, 151, 41, 255)	1	174.1	0.0	174.1	174.1
(231, 150, 38, 255)	1	174.18	0.0	174.18	174.18
